,age,decile_score,priors_count,decile_score.1,v_decile_score,priors_count.1,two_year_recid,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,race_African-American,race_Caucasian,race_Other
1097,50.0,2.0,7.0,2.0,1.0,7.0,0.0,0,1,0,1,0,1,0,0
1098,40.0,1.0,3.0,1.0,1.0,3.0,0.0,0,1,1,0,0,0,1,0
1099,30.0,7.0,4.0,7.0,6.0,4.0,1.0,1,0,1,0,0,1,0,0
1100,24.0,7.0,2.0,7.0,5.0,2.0,0.0,1,0,0,0,1,0,1,0
1101,24.0,6.0,0.0,6.0,5.0,0.0,1.0,0,1,0,0,1,0,0,1
1102,23.0,5.0,3.0,5.0,3.0,3.0,1.0,1,0,0,0,1,1,0,0
1103,24.0,8.0,4.0,8.0,5.0,4.0,1.0,0,1,0,0,1,1,0,0
1104,54.0,1.0,3.0,1.0,1.0,3.0,1.0,0,1,0,1,0,0,1,0
1105,25.0,10.0,4.0,10.0,7.0,4.0,0.0,0,1,1,0,0,0,1,0
1106,46.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,1,0
1107,35.0,8.0,10.0,8.0,5.0,10.0,0.0,1,0,1,0,0,0,0,1
1108,25.0,5.0,1.0,5.0,3.0,1.0,0.0,0,1,1,0,0,0,0,1
1109,22.0,3.0,0.0,3.0,4.0,0.0,0.0,1,0,0,0,1,0,1,0
1110,32.0,2.0,1.0,2.0,1.0,1.0,0.0,1,0,1,0,0,0,1,0
1111,25.0,3.0,0.0,3.0,4.0,0.0,1.0,0,1,1,0,0,1,0,0
1112,22.0,8.0,3.0,8.0,7.0,3.0,1.0,0,1,0,0,1,1,0,0
1113,33.0,9.0,16.0,9.0,3.0,16.0,1.0,0,1,1,0,0,1,0,0
1114,49.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,1,0,0,1,0
1115,30.0,5.0,10.0,5.0,7.0,10.0,0.0,0,1,1,0,0,1,0,0
1116,33.0,5.0,4.0,5.0,6.0,4.0,1.0,0,1,1,0,0,1,0,0
1117,24.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,0,0,1,1,0,0
1118,33.0,9.0,12.0,9.0,7.0,12.0,1.0,0,1,1,0,0,1,0,0
1119,37.0,2.0,0.0,2.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
1120,40.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0
1121,27.0,10.0,1.0,10.0,10.0,1.0,0.0,0,1,1,0,0,0,1,0
1122,43.0,6.0,9.0,6.0,2.0,9.0,1.0,0,1,1,0,0,1,0,0
1123,26.0,4.0,11.0,4.0,3.0,11.0,0.0,0,1,1,0,0,0,1,0
1124,35.0,6.0,5.0,6.0,7.0,5.0,1.0,0,1,1,0,0,1,0,0
1125,25.0,9.0,11.0,9.0,8.0,11.0,1.0,0,1,1,0,0,1,0,0
1126,61.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,1,0,0
1127,53.0,6.0,1.0,6.0,2.0,1.0,1.0,0,1,0,1,0,0,1,0
1128,27.0,3.0,0.0,3.0,3.0,0.0,0.0,1,0,1,0,0,0,0,1
1129,52.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,1,0,0
1130,26.0,9.0,7.0,9.0,7.0,7.0,1.0,0,1,1,0,0,0,1,0
1131,39.0,2.0,1.0,2.0,1.0,1.0,1.0,0,1,1,0,0,1,0,0
1132,47.0,4.0,5.0,4.0,1.0,5.0,0.0,0,1,0,1,0,1,0,0
1133,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,1,0
1134,52.0,7.0,6.0,7.0,2.0,6.0,0.0,1,0,0,1,0,0,1,0
1135,41.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0
1136,37.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
1137,24.0,7.0,0.0,7.0,5.0,0.0,0.0,1,0,0,0,1,1,0,0
1138,34.0,9.0,14.0,9.0,8.0,14.0,0.0,1,0,1,0,0,1,0,0
1139,24.0,6.0,5.0,6.0,4.0,5.0,1.0,0,1,0,0,1,1,0,0
1140,20.0,4.0,0.0,4.0,7.0,0.0,1.0,0,1,0,0,1,0,0,1
1141,25.0,3.0,1.0,3.0,3.0,1.0,1.0,0,1,1,0,0,0,1,0
1142,31.0,5.0,3.0,5.0,7.0,3.0,0.0,0,1,1,0,0,0,1,0
1143,62.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0
1144,23.0,3.0,0.0,3.0,5.0,0.0,1.0,0,1,0,0,1,0,1,0
1145,60.0,7.0,0.0,7.0,3.0,0.0,0.0,1,0,0,1,0,0,1,0
1146,35.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
1147,24.0,7.0,0.0,7.0,5.0,0.0,0.0,1,0,0,0,1,1,0,0
1148,56.0,2.0,1.0,2.0,1.0,1.0,1.0,1,0,0,1,0,0,1,0
1149,30.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
1150,41.0,9.0,17.0,9.0,6.0,17.0,1.0,0,1,1,0,0,0,1,0
1151,35.0,5.0,4.0,5.0,2.0,4.0,1.0,0,1,1,0,0,0,1,0
1152,28.0,4.0,0.0,4.0,3.0,0.0,0.0,1,0,1,0,0,0,1,0
1153,23.0,10.0,1.0,10.0,8.0,1.0,0.0,0,1,0,0,1,1,0,0
1154,56.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0
1155,23.0,2.0,2.0,2.0,3.0,2.0,1.0,0,1,0,0,1,1,0,0
1156,20.0,3.0,0.0,3.0,5.0,0.0,1.0,0,1,0,0,1,0,0,1
1157,37.0,2.0,4.0,2.0,2.0,4.0,0.0,0,1,1,0,0,0,0,1
1158,23.0,2.0,1.0,2.0,4.0,1.0,0.0,0,1,0,0,1,0,1,0
1159,21.0,9.0,0.0,9.0,9.0,0.0,1.0,0,1,0,0,1,1,0,0
1160,21.0,7.0,3.0,7.0,8.0,3.0,0.0,1,0,0,0,1,1,0,0
1161,35.0,5.0,2.0,5.0,2.0,2.0,0.0,1,0,1,0,0,1,0,0
1162,33.0,3.0,3.0,3.0,3.0,3.0,0.0,0,1,1,0,0,0,1,0
1163,21.0,4.0,0.0,4.0,6.0,0.0,0.0,0,1,0,0,1,0,0,1
1164,41.0,9.0,9.0,9.0,5.0,9.0,0.0,0,1,1,0,0,1,0,0
1165,24.0,5.0,0.0,5.0,7.0,0.0,0.0,0,1,0,0,1,1,0,0
1166,20.0,10.0,2.0,10.0,10.0,2.0,1.0,0,1,0,0,1,0,0,1
1167,28.0,8.0,9.0,8.0,4.0,9.0,1.0,0,1,1,0,0,1,0,0
1168,25.0,9.0,7.0,9.0,6.0,7.0,0.0,0,1,1,0,0,0,0,1
1169,49.0,2.0,3.0,2.0,1.0,3.0,0.0,0,1,0,1,0,1,0,0
1170,22.0,6.0,0.0,6.0,6.0,0.0,0.0,1,0,0,0,1,0,0,1
1171,21.0,3.0,0.0,3.0,6.0,0.0,1.0,0,1,0,0,1,1,0,0
1172,27.0,9.0,3.0,9.0,6.0,3.0,1.0,1,0,1,0,0,1,0,0
1173,32.0,7.0,4.0,7.0,6.0,4.0,1.0,0,1,1,0,0,1,0,0
1174,50.0,5.0,4.0,5.0,2.0,4.0,0.0,0,1,0,1,0,1,0,0
1175,23.0,3.0,0.0,3.0,3.0,0.0,0.0,1,0,0,0,1,1,0,0
1176,34.0,4.0,0.0,4.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
1177,35.0,4.0,1.0,4.0,2.0,1.0,0.0,0,1,1,0,0,1,0,0
1178,25.0,5.0,4.0,5.0,4.0,4.0,1.0,0,1,1,0,0,1,0,0
1179,33.0,5.0,2.0,5.0,2.0,2.0,1.0,1,0,1,0,0,0,1,0
1180,25.0,4.0,1.0,4.0,6.0,1.0,1.0,0,1,1,0,0,0,0,1
1181,30.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1
1182,42.0,2.0,0.0,2.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1
1183,29.0,10.0,11.0,10.0,5.0,11.0,1.0,1,0,1,0,0,0,1,0
1184,32.0,4.0,6.0,4.0,5.0,6.0,1.0,1,0,1,0,0,1,0,0
1185,24.0,6.0,5.0,6.0,5.0,5.0,0.0,0,1,0,0,1,0,0,1
1186,52.0,1.0,3.0,1.0,2.0,3.0,0.0,0,1,0,1,0,1,0,0
1187,26.0,3.0,3.0,3.0,3.0,3.0,0.0,1,0,1,0,0,0,1,0
1188,31.0,3.0,2.0,3.0,2.0,2.0,1.0,0,1,1,0,0,0,1,0
1189,38.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1
1190,47.0,1.0,2.0,1.0,1.0,2.0,0.0,0,1,0,1,0,0,1,0
1191,25.0,7.0,5.0,7.0,5.0,5.0,0.0,0,1,1,0,0,1,0,0
1192,30.0,5.0,0.0,5.0,2.0,0.0,0.0,1,0,1,0,0,0,1,0
1193,20.0,10.0,0.0,10.0,10.0,0.0,1.0,0,1,0,0,1,1,0,0
1194,29.0,10.0,2.0,10.0,10.0,2.0,0.0,1,0,1,0,0,1,0,0
1195,24.0,3.0,0.0,3.0,4.0,0.0,0.0,0,1,0,0,1,0,0,1
1196,31.0,4.0,0.0,4.0,5.0,0.0,0.0,0,1,1,0,0,0,1,0
1197,54.0,2.0,12.0,2.0,1.0,12.0,0.0,1,0,0,1,0,0,1,0
1198,37.0,3.0,1.0,3.0,2.0,1.0,0.0,1,0,1,0,0,0,1,0
1199,43.0,2.0,0.0,2.0,1.0,0.0,1.0,0,1,1,0,0,0,0,1
1200,49.0,6.0,8.0,6.0,2.0,8.0,1.0,0,1,0,1,0,0,1,0
1201,33.0,2.0,1.0,2.0,2.0,1.0,0.0,1,0,1,0,0,1,0,0
1202,20.0,9.0,1.0,9.0,8.0,1.0,0.0,0,1,0,0,1,1,0,0
1203,42.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,1,0,0
1204,44.0,2.0,0.0,2.0,3.0,0.0,1.0,0,1,1,0,0,0,1,0
1205,28.0,6.0,5.0,6.0,5.0,5.0,1.0,0,1,1,0,0,1,0,0
1206,32.0,6.0,4.0,6.0,7.0,4.0,1.0,0,1,1,0,0,1,0,0
1207,28.0,7.0,7.0,7.0,6.0,7.0,1.0,0,1,1,0,0,1,0,0
1208,38.0,4.0,0.0,4.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
1209,38.0,4.0,3.0,4.0,1.0,3.0,0.0,0,1,1,0,0,1,0,0
1210,21.0,4.0,1.0,4.0,5.0,1.0,0.0,0,1,0,0,1,0,1,0
1211,34.0,3.0,0.0,3.0,2.0,0.0,0.0,1,0,1,0,0,1,0,0
1212,21.0,6.0,1.0,6.0,6.0,1.0,1.0,0,1,0,0,1,0,1,0
1213,36.0,8.0,1.0,8.0,4.0,1.0,1.0,0,1,1,0,0,1,0,0
1214,29.0,2.0,0.0,2.0,2.0,0.0,1.0,0,1,1,0,0,1,0,0
1215,34.0,6.0,3.0,6.0,3.0,3.0,1.0,0,1,1,0,0,1,0,0
1216,38.0,2.0,1.0,2.0,2.0,1.0,0.0,0,1,1,0,0,1,0,0
1217,36.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
1218,32.0,2.0,0.0,2.0,2.0,0.0,0.0,0,1,1,0,0,0,0,1
1219,23.0,9.0,0.0,9.0,8.0,0.0,0.0,0,1,0,0,1,1,0,0
1220,47.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
1221,20.0,3.0,0.0,3.0,6.0,0.0,0.0,0,1,0,0,1,1,0,0
1222,25.0,8.0,2.0,8.0,8.0,2.0,1.0,1,0,1,0,0,1,0,0
1223,35.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,1,0,0
1224,30.0,3.0,1.0,3.0,2.0,1.0,0.0,1,0,1,0,0,0,1,0
1225,28.0,4.0,1.0,4.0,4.0,1.0,0.0,1,0,1,0,0,0,1,0
1226,30.0,8.0,2.0,8.0,2.0,2.0,1.0,0,1,1,0,0,0,1,0
1227,45.0,3.0,3.0,3.0,2.0,3.0,0.0,1,0,0,1,0,0,1,0
1228,24.0,5.0,2.0,5.0,5.0,2.0,1.0,0,1,0,0,1,1,0,0
1229,22.0,9.0,0.0,9.0,9.0,0.0,0.0,0,1,0,0,1,1,0,0
1230,20.0,10.0,8.0,10.0,8.0,8.0,1.0,0,1,0,0,1,0,0,1
1231,42.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,0,0,1,0,0
1232,24.0,9.0,8.0,9.0,10.0,8.0,1.0,0,1,0,0,1,1,0,0
1233,40.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1
1234,27.0,4.0,1.0,4.0,4.0,1.0,0.0,0,1,1,0,0,0,0,1
1235,60.0,3.0,12.0,3.0,1.0,12.0,0.0,0,1,0,1,0,1,0,0
1236,33.0,5.0,6.0,5.0,4.0,6.0,0.0,0,1,1,0,0,1,0,0
1237,34.0,4.0,2.0,4.0,3.0,2.0,1.0,0,1,1,0,0,1,0,0
1238,24.0,8.0,4.0,8.0,4.0,4.0,0.0,0,1,0,0,1,0,1,0
1239,27.0,2.0,0.0,2.0,3.0,0.0,1.0,0,1,1,0,0,1,0,0
1240,29.0,10.0,4.0,10.0,9.0,4.0,1.0,0,1,1,0,0,1,0,0
1241,21.0,7.0,1.0,7.0,8.0,1.0,1.0,0,1,0,0,1,0,1,0
1242,32.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1
1243,30.0,5.0,10.0,5.0,2.0,10.0,1.0,0,1,1,0,0,0,1,0
1244,42.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,0,0,0,1,0
1245,32.0,4.0,1.0,4.0,3.0,1.0,0.0,0,1,1,0,0,1,0,0
1246,27.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,1,0,0,0,0,1
1247,30.0,4.0,3.0,4.0,3.0,3.0,0.0,0,1,1,0,0,0,1,0
1248,22.0,3.0,1.0,3.0,5.0,1.0,1.0,0,1,0,0,1,1,0,0
1249,20.0,10.0,0.0,10.0,9.0,0.0,1.0,0,1,0,0,1,0,1,0
1250,57.0,2.0,0.0,2.0,2.0,0.0,0.0,0,1,0,1,0,0,1,0
1251,51.0,1.0,3.0,1.0,1.0,3.0,1.0,0,1,0,1,0,0,1,0
1252,21.0,4.0,0.0,4.0,6.0,0.0,0.0,0,1,0,0,1,1,0,0
1253,22.0,5.0,0.0,5.0,7.0,0.0,0.0,0,1,0,0,1,1,0,0
1254,35.0,8.0,4.0,8.0,3.0,4.0,1.0,0,1,1,0,0,1,0,0
1255,54.0,2.0,1.0,2.0,2.0,1.0,0.0,1,0,0,1,0,0,1,0
1256,58.0,3.0,2.0,3.0,2.0,2.0,0.0,0,1,0,1,0,0,1,0
1257,32.0,1.0,0.0,1.0,2.0,0.0,1.0,1,0,1,0,0,0,1,0
1258,39.0,6.0,22.0,6.0,1.0,22.0,1.0,1,0,1,0,0,1,0,0
1259,30.0,6.0,9.0,6.0,5.0,9.0,1.0,0,1,1,0,0,0,1,0
1260,20.0,10.0,0.0,10.0,10.0,0.0,1.0,0,1,0,0,1,1,0,0
1261,40.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1
1262,45.0,2.0,5.0,2.0,2.0,5.0,0.0,1,0,0,1,0,0,1,0
1263,31.0,3.0,4.0,3.0,4.0,4.0,1.0,0,1,1,0,0,1,0,0
1264,23.0,9.0,4.0,9.0,8.0,4.0,0.0,0,1,0,0,1,0,0,1
1265,26.0,5.0,0.0,5.0,5.0,0.0,1.0,0,1,1,0,0,0,0,1
1266,53.0,3.0,1.0,3.0,1.0,1.0,0.0,1,0,0,1,0,0,1,0
1267,44.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
1268,44.0,5.0,1.0,5.0,2.0,1.0,0.0,1,0,1,0,0,0,1,0
1269,21.0,2.0,0.0,2.0,5.0,0.0,1.0,0,1,0,0,1,0,1,0
1270,28.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,1,0,0,1,0,0
1271,28.0,1.0,2.0,1.0,2.0,2.0,0.0,0,1,1,0,0,0,1,0
1272,24.0,3.0,0.0,3.0,4.0,0.0,1.0,0,1,0,0,1,1,0,0
1273,28.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,1,0,0,1,0,0
1274,53.0,1.0,4.0,1.0,1.0,4.0,0.0,0,1,0,1,0,0,1,0
1275,47.0,5.0,1.0,5.0,3.0,1.0,0.0,0,1,0,1,0,0,0,1
1276,20.0,3.0,1.0,3.0,5.0,1.0,0.0,0,1,0,0,1,1,0,0
1277,21.0,6.0,0.0,6.0,6.0,0.0,0.0,0,1,0,0,1,1,0,0
1278,30.0,2.0,1.0,2.0,3.0,1.0,1.0,0,1,1,0,0,0,0,1
1279,37.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,0,0,0,1,0
1280,60.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,1
1281,26.0,2.0,1.0,2.0,3.0,1.0,1.0,0,1,1,0,0,0,0,1
1282,30.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
1283,26.0,8.0,2.0,8.0,4.0,2.0,1.0,0,1,1,0,0,0,1,0
1284,26.0,9.0,5.0,9.0,6.0,5.0,1.0,1,0,1,0,0,1,0,0
1285,21.0,5.0,0.0,5.0,5.0,0.0,0.0,0,1,0,0,1,0,0,1
1286,39.0,2.0,1.0,2.0,1.0,1.0,0.0,1,0,1,0,0,1,0,0
1287,30.0,2.0,0.0,2.0,2.0,0.0,0.0,0,1,1,0,0,0,0,1
1288,44.0,5.0,2.0,5.0,2.0,2.0,0.0,0,1,1,0,0,1,0,0
1289,45.0,2.0,0.0,2.0,2.0,0.0,0.0,0,1,0,1,0,0,1,0
1290,30.0,1.0,1.0,1.0,2.0,1.0,0.0,0,1,1,0,0,1,0,0
1291,38.0,1.0,2.0,1.0,1.0,2.0,0.0,0,1,1,0,0,0,0,1
1292,23.0,5.0,6.0,5.0,4.0,6.0,1.0,0,1,0,0,1,0,1,0
1293,37.0,4.0,1.0,4.0,4.0,1.0,0.0,0,1,1,0,0,1,0,0
1294,46.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1
1295,42.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,1,0,0
1296,20.0,8.0,0.0,8.0,7.0,0.0,1.0,1,0,0,0,1,1,0,0
1297,65.0,1.0,2.0,1.0,1.0,2.0,0.0,0,1,0,1,0,0,1,0
1298,54.0,2.0,4.0,2.0,1.0,4.0,0.0,0,1,0,1,0,0,1,0
1299,47.0,1.0,7.0,1.0,1.0,7.0,1.0,0,1,0,1,0,1,0,0
1300,39.0,9.0,5.0,9.0,6.0,5.0,1.0,0,1,1,0,0,1,0,0
1301,26.0,7.0,0.0,7.0,3.0,0.0,1.0,0,1,1,0,0,0,1,0
1302,29.0,10.0,7.0,10.0,7.0,7.0,1.0,0,1,1,0,0,0,1,0
1303,51.0,1.0,7.0,1.0,1.0,7.0,1.0,0,1,0,1,0,0,1,0
1304,44.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,1,0,0
1305,49.0,5.0,12.0,5.0,1.0,12.0,0.0,0,1,0,1,0,0,1,0
1306,22.0,8.0,0.0,8.0,9.0,0.0,1.0,0,1,0,0,1,1,0,0
1307,32.0,4.0,4.0,4.0,2.0,4.0,1.0,0,1,1,0,0,1,0,0
1308,27.0,3.0,0.0,3.0,3.0,0.0,0.0,0,1,1,0,0,1,0,0
1309,30.0,2.0,0.0,2.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
1310,22.0,10.0,6.0,10.0,10.0,6.0,1.0,0,1,0,0,1,1,0,0
1311,20.0,8.0,2.0,8.0,10.0,2.0,1.0,0,1,0,0,1,1,0,0
1312,28.0,7.0,11.0,7.0,7.0,11.0,0.0,0,1,1,0,0,0,0,1
1313,45.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1
1314,51.0,5.0,5.0,5.0,2.0,5.0,0.0,1,0,0,1,0,0,1,0
1315,27.0,2.0,4.0,2.0,2.0,4.0,1.0,0,1,1,0,0,1,0,0
1316,32.0,7.0,0.0,7.0,3.0,0.0,1.0,0,1,1,0,0,1,0,0
1317,43.0,3.0,2.0,3.0,1.0,2.0,0.0,0,1,1,0,0,1,0,0
1318,63.0,4.0,1.0,4.0,1.0,1.0,0.0,1,0,0,1,0,1,0,0
1319,37.0,2.0,2.0,2.0,1.0,2.0,0.0,0,1,1,0,0,0,1,0
1320,26.0,4.0,0.0,4.0,3.0,0.0,1.0,0,1,1,0,0,1,0,0
1321,32.0,10.0,17.0,10.0,10.0,17.0,1.0,0,1,1,0,0,1,0,0
1322,26.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,1,0,0,1,0,0
1323,32.0,3.0,4.0,3.0,2.0,4.0,0.0,0,1,1,0,0,0,0,1
1324,39.0,4.0,3.0,4.0,1.0,3.0,0.0,0,1,1,0,0,0,0,1
1325,58.0,1.0,4.0,1.0,1.0,4.0,0.0,1,0,0,1,0,1,0,0
1326,33.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,1,0,0,0,0,1
1327,22.0,3.0,1.0,3.0,4.0,1.0,0.0,1,0,0,0,1,0,1,0
1328,26.0,5.0,6.0,5.0,4.0,6.0,1.0,0,1,1,0,0,1,0,0
1329,21.0,10.0,2.0,10.0,9.0,2.0,1.0,0,1,0,0,1,1,0,0
1330,29.0,4.0,1.0,4.0,2.0,1.0,1.0,1,0,1,0,0,1,0,0
1331,31.0,7.0,0.0,7.0,4.0,0.0,1.0,0,1,1,0,0,0,1,0
1332,43.0,1.0,2.0,1.0,1.0,2.0,0.0,0,1,1,0,0,0,1,0
1333,23.0,7.0,0.0,7.0,6.0,0.0,0.0,0,1,0,0,1,1,0,0
1334,25.0,2.0,0.0,2.0,4.0,0.0,0.0,0,1,1,0,0,0,1,0
1335,22.0,9.0,6.0,9.0,9.0,6.0,0.0,0,1,0,0,1,1,0,0
1336,30.0,4.0,6.0,4.0,4.0,6.0,0.0,0,1,1,0,0,1,0,0
1337,25.0,9.0,15.0,9.0,7.0,15.0,1.0,0,1,1,0,0,1,0,0
1338,20.0,7.0,0.0,7.0,6.0,0.0,1.0,0,1,0,0,1,1,0,0
1339,39.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1
1340,31.0,5.0,3.0,5.0,2.0,3.0,1.0,0,1,1,0,0,1,0,0
1341,33.0,2.0,1.0,2.0,2.0,1.0,1.0,0,1,1,0,0,1,0,0
1342,59.0,4.0,1.0,4.0,1.0,1.0,0.0,0,1,0,1,0,1,0,0
1343,21.0,9.0,1.0,9.0,8.0,1.0,0.0,0,1,0,0,1,0,0,1
1344,53.0,6.0,8.0,6.0,1.0,8.0,1.0,0,1,0,1,0,1,0,0
1345,34.0,2.0,2.0,2.0,2.0,2.0,0.0,0,1,1,0,0,0,1,0
1346,36.0,4.0,6.0,4.0,2.0,6.0,0.0,0,1,1,0,0,0,1,0
1347,23.0,3.0,0.0,3.0,5.0,0.0,0.0,0,1,0,0,1,1,0,0
1348,32.0,8.0,2.0,8.0,5.0,2.0,0.0,0,1,1,0,0,1,0,0
1349,32.0,9.0,11.0,9.0,5.0,11.0,1.0,0,1,1,0,0,1,0,0
1350,66.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,1,0
1351,66.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1
1352,24.0,6.0,0.0,6.0,4.0,0.0,0.0,1,0,0,0,1,0,1,0
1353,30.0,10.0,7.0,10.0,7.0,7.0,1.0,0,1,1,0,0,1,0,0
1354,28.0,7.0,1.0,7.0,3.0,1.0,0.0,0,1,1,0,0,1,0,0
1355,43.0,5.0,4.0,5.0,2.0,4.0,1.0,0,1,1,0,0,0,1,0
1356,35.0,2.0,3.0,2.0,2.0,3.0,0.0,0,1,1,0,0,1,0,0
1357,19.0,8.0,2.0,8.0,9.0,2.0,1.0,0,1,0,0,1,1,0,0
1358,33.0,2.0,0.0,2.0,2.0,0.0,1.0,0,1,1,0,0,0,1,0
1359,22.0,6.0,1.0,6.0,7.0,1.0,1.0,0,1,0,0,1,1,0,0
1360,29.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,1,0,0,1,0,0
1361,23.0,4.0,0.0,4.0,5.0,0.0,0.0,1,0,0,0,1,1,0,0
1362,62.0,9.0,15.0,9.0,9.0,15.0,0.0,0,1,0,1,0,1,0,0
1363,33.0,2.0,0.0,2.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0
1364,35.0,4.0,1.0,4.0,2.0,1.0,0.0,0,1,1,0,0,1,0,0
1365,53.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
1366,59.0,6.0,17.0,6.0,1.0,17.0,1.0,0,1,0,1,0,0,1,0
1367,48.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0
1368,33.0,2.0,1.0,2.0,1.0,1.0,0.0,1,0,1,0,0,1,0,0
1369,44.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
1370,31.0,2.0,10.0,2.0,2.0,10.0,1.0,0,1,1,0,0,0,1,0
1371,28.0,4.0,2.0,4.0,5.0,2.0,1.0,0,1,1,0,0,1,0,0
1372,56.0,1.0,9.0,1.0,1.0,9.0,0.0,0,1,0,1,0,0,0,1
1373,51.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,1
1374,23.0,7.0,0.0,7.0,5.0,0.0,1.0,0,1,0,0,1,1,0,0
1375,21.0,7.0,0.0,7.0,6.0,0.0,0.0,0,1,0,0,1,0,0,1
1376,26.0,5.0,0.0,5.0,4.0,0.0,0.0,0,1,1,0,0,0,1,0
1377,22.0,9.0,3.0,9.0,10.0,3.0,0.0,0,1,0,0,1,1,0,0
1378,29.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,1,0,0,1,0,0
1379,20.0,9.0,2.0,9.0,7.0,2.0,1.0,0,1,0,0,1,1,0,0
1380,44.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
1381,41.0,5.0,2.0,5.0,3.0,2.0,0.0,0,1,1,0,0,1,0,0
1382,28.0,4.0,4.0,4.0,3.0,4.0,0.0,1,0,1,0,0,1,0,0
1383,27.0,6.0,1.0,6.0,5.0,1.0,1.0,0,1,1,0,0,0,1,0
1384,31.0,3.0,7.0,3.0,2.0,7.0,0.0,0,1,1,0,0,0,1,0
1385,23.0,8.0,5.0,8.0,5.0,5.0,1.0,0,1,0,0,1,0,1,0
1386,33.0,7.0,16.0,7.0,3.0,16.0,1.0,0,1,1,0,0,1,0,0
1387,26.0,3.0,3.0,3.0,3.0,3.0,1.0,0,1,1,0,0,1,0,0
1388,20.0,4.0,0.0,4.0,7.0,0.0,0.0,0,1,0,0,1,1,0,0
1389,55.0,1.0,2.0,1.0,1.0,2.0,1.0,0,1,0,1,0,0,1,0
1390,36.0,8.0,0.0,8.0,2.0,0.0,0.0,0,1,1,0,0,1,0,0
1391,48.0,1.0,4.0,1.0,1.0,4.0,1.0,0,1,0,1,0,0,0,1
